train_loss,val_loss
1.583191136198659,0.7217004015797475
0.806815956869433,0.7524142499829902
0.722052667410143,0.6909161483655211
0.730419627120418,0.7836480277483581
0.7153777701239432,0.69330139922314
0.7074143626997548,0.694406515262166
0.7274005316918896,1.0105043962353566
0.7078507369564425,0.6967317784418825
0.7086608852109602,0.7141940251725619
0.7065342847378023,0.6896990420388394
0.7004167120302877,0.7035438291362075
0.7001748584931896,0.6830291122686668
0.7006834437770229,0.6831687425003677
0.6917864074630122,0.7071707913132964
0.6920069052327064,0.6904728305144389
0.6916509895555435,0.6857945108022846
0.7027919378972822,0.6831396173258297
0.6814672985384541,0.7007656283065921
0.6820558799851325,0.6831084372567349
0.6796181086570986,0.6785091933656912
0.6750964714634803,0.7160473045755605
0.6778379794090025,0.7849629609311213
0.6775398437053927,0.6877427833979247
0.6733026667948692,0.6899296612036033
0.6728221726032996,0.7516711285856904
0.6763913660280166,0.6737047512023175
0.666407887974093,0.6733710873322408
0.6672053462074649,0.6779126564010245
0.6585824124274715,0.7052718909060369
0.6632252335548401,0.6807303614303714
0.644962110827046,0.6673921493233227
0.6394441839187376,0.669683325486105
0.6325235962867737,0.6672281574030392
0.6275441406234619,0.6627005377753836
0.6198564267927601,0.6569533074488405
0.6159718084719873,0.6583367439567066
0.6058089646600908,0.6530492945772702
0.5935151105926882,0.6503157801315432
0.5809556688031843,0.6437639076201642
0.5726099701658371,0.6436473272862981
0.5615355574315594,0.6469233265665711
0.551612006079766,0.6385066812155676
0.5306321680545807,0.630526132270938
0.5153984811998182,0.6330388574326624
0.5063300089490029,0.636339319533989
0.48272870769423826,0.6217187086089713
0.4706322440216618,0.6227312610774743
0.4581551734478243,0.6255305101636981
0.4407955249471049,0.6316052323482075
0.4262338823849155,0.6236805925603772
