train_loss,val_loss
0.7573060152992126,296.7375361958488
0.6964233363828352,0.691969497281997
0.6929291179103236,0.6909012325474473
0.6926217540617912,0.6913349833644804
0.6927970061379094,0.6910189771261371
0.6927050092527943,0.6910814965357546
0.6927937913325525,0.690991777865613
0.6929517811344515,0.6909022008786436
0.7162755727767944,0.690917582785497
0.6928007352736688,0.6911959628589818
0.6926025094524506,0.6927358947816442
0.6930864616747825,0.6917531324214623
0.6931088787894095,0.6911719245988814
0.6926923701840062,0.6906869616664824
0.6927758003434827,0.6909665729178757
0.6926683687394665,0.6919771960524262
0.692976608391731,0.6928410149011456
0.7331636730701693,0.6907910206278817
0.6933525848773218,0.6912406458229315
0.6925497958737035,0.6926002443813887
0.692771791450439,0.690604989645911
0.6927725143970982,0.6910189937372677
0.6927756042249741,0.6912590499784126
0.6928705063558394,0.6913106089732686
0.6928916708115609,0.6915499040337859
0.6928625039515957,0.690637788811668
0.6927053495760886,0.6912880764632928
0.6925605545120854,0.6910845608007713
0.6928723935158022,0.6907474564724281
0.6931474670287101,0.6908423636780411
0.6925193744321023,0.6911104096740973
0.6926324713614679,0.6911469922691095
0.6925990062375222,0.6911995020069059
0.6926232960916334,0.6912124147180652
0.6925215557698281,0.6913624259292103
0.6926007376563165,0.6911968227292671
0.6926135218912556,0.6913305315815035
0.6925132024672723,0.6912901509003561
0.6924417509186652,0.6911917621972131
0.6926146947568462,0.6912021382910306
0.6925693260085198,0.6912040974273056
0.6925496237893258,0.6911512632839015
0.6925792049977088,0.6912943163856131
0.6925969306499727,0.6912596313679804
0.6925147175788879,0.691294508879302
0.6924961988003023,0.6912479967367454
0.692607493169846,0.6911568270354974
0.692543335499302,0.6911962110488141
0.6926590079261411,0.6912902886750268
0.692637364710531,0.6912909169666103
